Gene	OF3_OO_sc.1	OF3_OO_sc.2	OF3_OO_sc.3	OF3_OO_sc.4	OF3_OO_sc.5	OF3_OO_sc.6	OF3_OO_sc.7	OF3_OO_sc.8	OF3_OO_sc.9	OF3_OO_sc.10	OF3_OO_sc.11	OF3_OO_sc.12	OF3_OO_sc.13	OF3_OO_sc.14	OF3_OO_sc.15	OF3_OO_sc.16	OF3_OO_sc.17	OF3_OO_sc.18	OF3_OO_sc.19	OF3_OO_sc.20	OF3_OO_sc.21	OF3_OO_sc.22	OF3_OO_sc.23	OF3_OO_sc.24	OF3_OO_sc.25	OF3_OO_sc.26	OF3_OO_sc.27	OF3_OO_sc.28	OF3_OO_sc.29	OF3_OO_sc.30	OF3_OO_sc.31	OF3_OO_sc.32	OF3_OO_sc.33	OF3_OO_sc.34	OF3_OO_sc.35	OF3_OO_sc.36	OF3_OO_sc.37	OF3_OO_sc.38	OF3_OO_sc.39	OF3_OO_sc.40	OF3_OO_sc.41	OF3_OO_sc.42	OF3_OO_sc.43	OF3_OO_sc.44
STARD5	1	5	1	1	3	4	3	7	0	5	1	11	0	1	8	43	5	12	12	37	4	4	0	1	1	0	21	0	13	16	11	14	1	2	2	2	2	5	5	2	5	1	6	0
STARD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD7	11	8	1	3	2	10	8	17	1	7	3	64	8	5	6	82	18	27	51	103	24	18	1	5	2	0	36	10	53	43	32	36	2	1	2	6	2	4	4	7	4	7	11	0
STARD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STARD9	7	17	8	4	22	42	9	42	0	21	18	109	9	32	45	147	16	67	65	140	68	20	3	12	2	0	98	11	94	168	53	85	12	9	13	23	20	23	34	50	9	14	17	1
STAT1	18	8	14	6	30	11	10	41	0	22	13	121	13	24	36	142	10	78	48	186	58	31	8	25	5	0	130	10	85	126	80	74	3	4	10	24	19	25	51	62	18	10	12	0
STAT2	0	0	0	1	2	4	1	1	0	0	4	3	0	0	0	6	1	0	1	2	0	0	0	0	0	0	0	2	2	2	2	2	0	0	1	2	0	0	1	4	0	0	0	0
STAT3	1	2	4	1	2	1	1	7	0	2	4	21	0	1	1	44	3	6	15	37	6	4	0	0	1	0	16	27	21	27	9	15	0	2	1	3	2	2	6	2	2	0	1	0
STAT4	4	0	4	4	1	5	0	4	0	4	5	20	0	4	4	30	1	14	16	37	7	3	1	4	1	0	14	1	27	17	12	8	2	1	0	4	4	10	4	4	9	1	1	0
ENSMFAG00000032361_STAT5B	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMFAG00000020904_STAT5B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
STAT6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAU1	22	11	25	13	23	21	18	29	0	26	24	195	11	28	34	251	22	96	107	244	64	43	10	58	13	2	159	24	104	195	145	91	11	8	17	32	38	30	55	56	39	18	30	5
STAU2	3	0	0	0	3	1	0	2	0	0	4	13	2	2	2	18	1	8	4	23	4	2	0	2	3	0	11	0	20	11	7	10	0	2	2	1	4	5	4	2	0	0	3	0
STC1	0	0	2	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STC2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
STEAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STIL	3	1	2	0	2	1	1	1	0	0	0	20	0	0	1	19	0	6	4	27	6	2	0	0	1	1	9	0	18	10	2	4	0	0	0	3	0	4	4	0	1	0	0	0
STIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STIM2	2	0	3	0	2	2	0	3	0	1	1	14	3	1	4	31	4	8	11	16	5	4	0	3	1	0	11	3	10	15	10	2	2	0	1	4	2	0	2	1	0	1	4	0
STIP1	12	3	16	4	31	13	16	19	0	18	23	117	3	22	27	138	15	59	78	189	24	31	9	29	6	1	109	9	73	120	100	68	2	7	8	35	23	19	33	33	27	8	9	4
STK10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
STK11	0	3	0	0	0	0	0	0	0	1	6	14	1	0	1	15	2	3	9	17	1	6	0	2	3	0	6	0	8	4	3	3	0	0	0	1	2	0	2	1	2	2	1	0
STK11IP	0	0	0	1	2	0	0	1	0	1	2	0	0	0	2	4	0	1	2	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2	1	0
STK16	0	0	0	0	0	0	1	1	0	3	1	1	0	3	0	8	2	1	7	5	4	0	1	1	0	0	0	0	1	2	5	2	0	0	2	3	0	0	5	0	3	0	0	0
STK17A	0	1	0	0	1	3	0	1	0	1	1	13	1	1	3	12	1	7	8	34	3	0	0	0	0	1	8	6	8	8	6	2	1	0	3	1	1	3	0	2	3	2	3	0
STK17B	2	3	2	4	2	2	0	13	0	9	1	21	0	5	5	18	2	12	2	13	9	1	3	9	0	0	20	3	8	13	12	14	0	0	0	1	3	10	8	5	1	6	9	0
STK19	6	2	4	1	14	1	5	6	0	6	6	47	0	4	12	107	5	29	35	90	15	12	4	16	1	0	49	6	46	67	46	34	1	2	1	7	7	5	12	15	14	7	3	1
STK24	26	19	31	5	39	15	21	58	0	53	39	238	10	15	46	356	23	122	163	281	103	30	7	30	13	1	213	14	220	268	136	142	4	8	19	32	29	48	59	39	23	14	33	3
STK25	2	0	5	2	4	3	2	3	0	1	4	13	2	5	7	6	0	3	12	11	3	9	0	1	2	0	11	0	8	11	7	10	2	1	3	1	1	2	5	3	1	3	2	0
STK26	2	2	0	1	0	0	1	1	0	0	1	25	1	0	0	33	2	17	9	37	12	6	2	0	0	0	25	0	24	23	0	0	0	1	0	1	0	0	2	3	0	0	0	0
STK3	3	1	4	1	2	5	1	15	0	7	7	33	1	4	10	41	3	24	13	54	7	4	2	2	0	0	42	0	42	47	20	17	2	0	1	4	2	4	3	6	3	2	6	1
STK31	29	9	43	11	16	47	26	48	1	33	34	140	7	21	51	226	15	121	67	246	94	28	4	32	7	0	132	6	196	198	120	114	7	6	16	26	34	44	49	43	12	17	32	3
STK32A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	12	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32B	1	0	2	1	1	0	0	3	0	2	3	11	0	0	2	18	0	4	8	27	2	1	1	1	0	0	11	0	8	11	7	8	0	0	0	1	3	4	4	1	2	0	0	0
STK33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	3	2	1	0	0	0	0	1	0	7	8	2	1	0	0	0	0	0	0	0	1	0	0	0	0
STK35	3	3	1	1	4	4	6	3	0	5	4	19	1	6	3	41	4	7	6	48	6	3	0	2	2	0	12	6	17	20	11	8	3	1	1	5	3	3	4	10	5	1	1	2
STK36	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	1	2	0	0	0	0	0	1	0	0	7	2	0	0	0	0	0	0	1	0	0	0	0	0	0
STK38	0	1	0	1	1	3	1	1	0	1	0	26	0	0	1	45	0	8	8	62	7	0	0	0	2	0	10	0	13	19	5	4	0	1	0	2	0	0	3	0	1	0	0	0
STK38L	5	3	3	0	1	0	2	6	0	4	3	24	1	2	3	43	3	12	11	51	8	3	0	4	3	2	15	2	15	15	7	19	3	0	3	4	2	5	6	6	2	0	0	2
STK39	8	3	1	1	3	5	0	4	0	8	4	36	1	0	4	53	0	24	8	51	18	12	1	5	4	0	19	1	37	37	13	7	1	1	0	0	1	1	6	2	0	3	6	0
STK4	1	1	1	0	5	5	1	8	0	5	6	16	4	8	4	39	3	9	12	64	6	1	3	2	2	0	7	1	16	24	9	2	0	0	4	3	2	4	8	11	1	1	6	0
STK40	0	1	4	3	1	0	1	3	0	3	1	11	2	2	6	23	1	6	3	15	0	13	0	2	2	0	3	0	7	3	3	2	0	1	0	1	3	0	0	1	0	0	2	0
STKLD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
STMN1	20	12	15	22	40	39	30	46	0	22	15	149	8	49	46	263	27	79	117	214	71	36	12	34	6	3	153	24	155	196	114	146	9	18	16	41	44	57	60	70	30	25	37	5
STMN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
STMN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMND1	3	0	4	0	9	11	5	16	0	12	4	70	2	2	12	244	9	63	30	81	34	9	3	4	6	1	140	4	116	162	77	66	3	0	2	3	6	9	6	11	1	4	4	2
STMP1	12	3	7	2	8	19	7	36	0	16	1	91	2	8	22	252	10	54	55	266	88	11	2	5	9	0	81	13	153	155	62	59	3	5	4	7	10	11	9	15	6	2	6	0
STN1	6	1	10	2	15	9	6	14	0	10	7	51	6	15	17	108	8	47	42	97	22	14	3	5	4	1	50	8	62	67	43	38	2	4	5	14	15	17	21	21	21	9	10	1
STOM	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	0	0	0	1	0	0	0	0	1	23	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOML1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
STOML2	8	9	8	2	20	7	17	17	1	13	9	85	5	14	14	110	17	55	105	85	23	12	6	8	3	2	84	7	46	85	80	43	2	2	3	7	28	13	39	21	28	5	9	3
STOML3	0	0	0	3	3	7	1	1	0	3	2	7	2	5	1	14	4	3	6	15	3	0	1	6	0	0	14	1	18	12	12	11	1	7	2	12	1	4	7	3	3	2	2	0
STON2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	4	0	1	1	6	2	0	1	1	0	0	0	0	3	2	4	2	0	0	0	0	0	1	0	1	1	1	0	0
STOX1	3	1	0	0	0	1	0	4	0	4	0	13	2	0	2	18	2	15	19	31	6	1	0	0	0	1	17	0	9	21	14	9	0	0	0	0	1	4	0	2	3	0	1	0
STOX2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
STPG1	2	2	4	1	8	6	5	19	0	7	4	39	3	5	6	79	1	8	25	52	26	4	1	0	1	0	25	1	61	52	21	39	2	0	3	2	1	10	1	8	2	1	2	0
STPG2	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	8	0	1	1	9	6	1	0	2	0	0	3	0	7	9	4	1	0	0	0	0	1	2	1	3	0	0	0	0
STPG3	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	5	1	1	1	0	0	0	0	1	0	0	1	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
STRA6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRA8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STRADA	2	0	2	2	2	2	2	1	0	1	1	16	0	3	5	36	1	5	11	24	6	4	0	0	1	1	13	6	13	23	19	7	3	0	4	2	1	13	3	4	8	6	5	2
STRADB	11	4	3	4	5	6	4	12	0	12	9	45	4	6	11	78	6	36	43	67	20	9	6	9	3	0	41	4	42	58	26	34	4	4	4	5	6	18	16	16	10	3	9	0
STRAP	6	5	6	0	3	5	5	17	0	6	7	64	1	6	13	76	11	33	55	86	19	13	1	7	0	2	49	13	36	65	41	37	1	1	4	6	10	9	9	12	6	7	8	1
STRBP	18	11	17	8	9	11	6	22	0	9	12	70	2	17	12	77	8	41	29	95	41	33	4	21	2	1	66	5	63	79	37	35	3	3	7	7	13	14	18	19	13	3	25	1
STRC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRIP1	0	1	1	0	0	0	0	0	0	1	1	9	0	0	1	18	0	3	15	11	6	2	0	1	0	0	2	2	5	4	2	2	0	0	0	1	0	0	2	1	0	0	0	0
STRIP2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
STRN	1	1	1	1	0	0	0	0	0	0	3	8	1	2	5	11	0	5	0	12	6	2	1	0	1	0	7	0	20	3	2	2	0	1	0	2	1	3	4	2	0	0	2	1
STRN3	5	2	1	0	1	10	3	9	0	4	8	30	2	3	1	19	2	19	8	16	26	6	0	3	1	0	13	3	12	18	12	10	4	3	0	1	2	2	4	2	0	0	3	0
STRN4	0	0	3	1	1	4	0	0	0	3	4	9	1	6	2	4	0	1	5	4	1	5	0	1	0	0	3	4	3	7	1	4	0	2	0	0	1	1	2	3	1	0	7	0
STS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STT3A	1	1	0	0	3	1	4	2	0	2	0	16	0	5	4	29	1	4	13	23	4	4	2	3	0	0	14	3	12	14	8	9	1	0	1	2	2	0	1	6	4	6	1	0
STT3B	12	7	4	2	4	7	9	13	0	14	10	51	2	4	14	71	4	23	17	79	26	18	2	11	0	0	36	4	49	34	22	16	3	5	4	6	6	5	3	7	3	2	10	0
STUB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX10	2	0	2	0	6	3	6	1	0	1	2	22	3	2	1	36	3	18	32	24	1	7	0	4	0	1	13	4	7	23	16	10	0	1	1	7	2	5	8	3	7	4	3	0
STX11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STX12	1	1	6	2	4	4	4	12	0	5	4	47	0	3	3	68	4	25	22	60	12	7	0	4	3	0	41	7	24	43	26	23	0	0	3	8	9	4	5	10	6	1	3	1
STX16	1	4	1	2	1	3	0	6	0	1	8	19	0	1	2	21	1	7	8	21	6	5	0	8	0	0	11	2	15	20	7	9	1	0	1	2	2	4	4	4	1	4	3	1
STX17	2	0	4	0	2	3	2	8	0	7	6	27	3	2	4	51	3	18	13	90	11	5	0	1	1	0	36	6	23	30	23	23	0	2	0	9	3	8	19	15	2	3	4	0
STX19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX1A	0	1	0	0	0	0	2	1	0	0	0	1	0	1	0	3	0	2	3	2	0	1	0	0	1	0	1	0	2	0	4	2	0	0	0	0	1	1	0	3	0	0	0	0
STX1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX2	1	0	0	0	1	3	1	2	0	0	0	9	2	3	1	13	0	4	7	13	5	4	0	2	1	0	6	1	4	10	6	7	0	0	2	0	1	0	1	4	0	0	0	0
